Başlık,Fiyat,Şehir,İlçe,Mahalle,Konut Tipi,Oda Sayısı,Banyo Sayısı,Kat,Kat Sayısı,Bina Yaşı,Isınma Tipi,Eşya Durumu,Yapı Tipi,Yapının Durumu,Aidat,Depozito,Yakıt Tipi,Link,Brüt m2,Net m2,Konut Tipi Encoded,İlçe Encoded,Mahalle Encoded,Isınma Tipi Encoded,Yakıt Tipi Encoded,Yapı Tipi Encoded,Yapının Durumu Encoded,Cephe_Kuzey,Cephe_Güney,Cephe_Doğu,Cephe_Batı,Cephe_Bilinmiyor
RÜYA PRESTİJ EVLERİNDE ÖN CEPHE METROBÜSE 12DK 2+1 KİRALIK DAİRE,17000,0,Esenyurt,Piri Reis Mah.,Daire,3,1,2.0,7.0,3,Merkezi,0,Betonarme,İkinci El,1500,17000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-piri-reis-kiralik/daire/63376-2196,86,79,0,20686.823529411766,17647.058823529413,6,1,0,2,0,1,0,0,0
GÖLGEMAY EMLAKTAN KİRALIK İSTANBUL ESENLER KEMER 2/1,17000,0,Esenler,Kemer Mah.,Daire,3,1,1.0,5.0,34,Kombi,0,Betonarme,İkinci El,1190,25500,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-kemer-kiralik/daire/83415-2197,100,90,0,36969.80198019802,14892.857142857143,5,1,0,2,0,0,0,0,1
PARADAN FULL SIFIR EŞYALI AYRI MUTFAKLI 1+1 DAİRE,25000,0,Kağıthane,Çağlayan Mah.,Daire,2,1,0.5,5.0,5,Kombi,1,Betonarme,İkinci El,100,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-caglayan-kiralik/daire/95585-3529,50,45,0,44238.3578125,23372.727272727272,5,1,0,2,0,1,0,0,0
FDN'den Bogaz Man Kiralık 2+1 Eşyalı Daire,58000,0,Beşiktaş,Yıldız Mah.,Daire,3,1,1.0,6.0,30,Kombi,1,Betonarme,İkinci El,4060,87000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-yildiz-kiralik/daire/121012-21,105,95,0,145577.30544993663,75125.0,5,1,0,2,0,0,0,0,1
4.LEVENT METRO 600M BAHÇELİ KİRALIK DAİRE,12000,0,Kağıthane,Çeliktepe Mah.,Daire,3,1,-1.0,6.0,50,Kombi,0,Betonarme,İkinci El,10,13000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-celiktepe-kiralik/daire/43996-24150,100,70,0,44238.3578125,127741.07142857143,5,1,0,2,0,0,0,0,1
ELİF'TEN BAĞCILAR YÜZYILDA FIRSAT KİRALIK DAİRE!!!,10000,0,Bağcılar,100. Yıl Mah.,Daire,4,1,-1.0,5.0,23,Kombi,0,Betonarme,İkinci El,50,10000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bagcilar-100-yil-kiralik/daire/153245-131,85,80,0,22996.178343949046,19357.14285714286,5,1,0,2,0,0,0,1,0
beşiktaş akaretlerde sıfır kiralık bina,105000,0,Beşiktaş,Vişnezade Mah.,Diğer,6,5,1.0,5.0,0,Kombi,0,Diğer,Sıfır,200,76000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-visnezade-kiralik/bina/48865-817,250,200,1,145577.30544993663,160923.7288135593,5,1,1,1,0,0,1,0,0
"TALATPAŞA CADDE ÜSTÜNDE,1+1,55M2,2.KAT, KİRALIK DAİRE ARTUM'DAN",11500,0,Kağıthane,Yahya Kemal Mah.,Daire,2,1,2.0,3.0,35,Soba,0,Betonarme,İkinci El,805,11500,Diğer,https://www.hepsiemlak.com/istanbul-kagithane-yahya-kemal-kiralik/daire/81240-11863,55,50,0,44238.3578125,19759.25925925926,7,0,0,2,0,1,0,0,0
RÜZGARLIBAHÇEDE MEDİPOLE ÇOK YAKIN EŞYALI KİRALIK DAİRE,26000,0,Beykoz,Rüzgarlıbahçe Mah.,Daire,3,1,2.0,2.0,11,Kombi,1,Betonarme,İkinci El,1820,39000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-ruzgarlibahce-kiralik/daire/63464-1684,120,110,0,80924.95317725753,23250.0,5,1,0,2,0,0,0,0,1
EFENDİOĞLUNDAN ACİL KİRALIK DAİRE KÖŞE BAŞI 3. KAT KARANLIK ODA YOK,22200,0,Zeytinburnu,Çırpıcı Mah.,Daire,3,1,3.0,4.0,25,Kombi,0,Betonarme,İkinci El,1554,33300,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-cirpici-kiralik/daire/123120-18,85,80,0,60872.105769230766,16058.333333333334,5,1,0,2,0,0,0,0,1
Nafiz Gürman caddesi'nde kiralık Deniz manzaralı daire,20000,0,Fatih,Koca Mustafapaşa Mah.,Daire,3,1,4.0,6.0,31,Kombi,0,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-koca-mustafapasa-kiralik/daire/67379-2366,95,80,0,22015.514588859416,19073.170731707316,5,1,0,2,0,0,0,0,1
Şişli İnönü Mahallesi'nde kiralık stüdyo daire full eşyalı fatur,19000,0,Şişli,İnönü Mah.,Daire,1,1,3.0,3.0,26,Merkezi,1,Betonarme,İkinci El,1330,28500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-inonu-kiralik/daire/110013-169,50,40,0,59910.485869565215,28136.021505376346,6,1,0,2,0,0,0,0,1
2+1 Kiralık Sıfır Daire,25000,0,Güngören,Merkez Mah.,Daire,3,2,6.0,10.0,0,Merkezi,0,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-gungoren-merkez-kiralik/daire/131562-305,75,60,0,109940.78947368421,68711.29707112971,6,1,0,2,0,0,0,0,1
PENDİK YENİ MAHALLEDE KİRALIK 70M2 2+1 DAİRE,21000,0,Pendik,Yeni Mah.,Daire,3,1,1.0,3.0,21,Kombi,1,Betonarme,İkinci El,100,31500,Doğalgaz,https://www.hepsiemlak.com/istanbul-pendik-yeni-kiralik/daire/42003-6303,80,70,0,26993.649253731342,28324.324324324323,5,1,0,2,0,0,0,0,1
Ortabayır Daıre,25000,0,Kağıthane,Ortabayır Mah.,Daire,3,1,3.0,4.0,26,Kombi,0,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-ortabayir-kiralik/daire/139186-191,100,85,0,44238.3578125,29739.130434782608,5,1,0,2,0,0,0,1,0
EKŞİNAR GAYRİMENKUL'DEN KEYİFLİ DUBLEKS DAİRE,60000,0,Bakırköy,Basınköy Mah.,Daire,4,2,2.0,3.0,25,Kombi,0,Betonarme,İkinci El,4200,90000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-basinkoy-kiralik/daire/145933-112,180,170,0,157770.20547945207,93700.0,5,1,0,2,0,1,0,0,0
FLORYA MRKZ'DE KİRALIK 3+1 ARAKAT DAİRE.,52500,0,Bakırköy,Şenlikköy Mah.,Daire,4,2,0.5,3.0,26,Kombi,0,Betonarme,İkinci El,3675,78750,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17389,180,160,0,157770.20547945207,247655.92105263157,5,1,0,2,0,1,1,1,0
MASLAK MASHATTAN SİTESİNDE 1+1 MOBİLYALI KİRALIK ***OTURUMA HAZIR***,55000,0,Sarıyer,Maslak Mah.,Daire,2,1,18.0,30.0,10,Merkezi,0,Betonarme,Sıfır,6000,120000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/154046-276,82,62,0,110185.8286163522,75335.52739726027,6,1,0,1,0,1,1,1,0
Kristal Şehir Sitesinde Modern ve Konforlu 2+1 Kiralık Daire,18000,0,Esenyurt,Gökevler Mah.,Daire,3,1,0.5,15.0,5,Kombi,1,Betonarme,İkinci El,15,27000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenyurt-gokevler-kiralik/daire/47388-1726,100,95,0,20686.823529411766,22000.0,5,1,0,2,0,0,0,0,1
"NOKTA’DAN GENİŞ BAHÇELİ 2,5+1 KÖŞE DUBLEKS",87500,0,Sarıyer,Uskumruköy Mah.,Villa,4,2,1.0,2.0,11,Kombi,0,Betonarme,İkinci El,6450,175000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-uskumrukoy-kiralik/villa/81759-2346,155,135,3,110185.8286163522,200550.0,5,1,0,2,0,1,1,1,0
Nurol Life Kiralama Ofisi 3+1 Eşyalı Balkonlu Kiralık Daire vadi istanbul skyland vadi koru / LUX,109000,0,Sarıyer,Huzur Mah.,Daire,4,3,14.0,50.0,6,Yerden Isıtma,1,Diğer,İkinci El,7630,163500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/daire/9636-16953,183,138,0,110185.8286163522,80907.95454545454,8,1,1,2,0,0,0,0,1
Cevatpasa'da Kiralık Daire,14500,0,Bayrampaşa,Cevatpaşa Mah.,Daire,3,1,1.0,4.0,25,Soba,0,Betonarme,İkinci El,1015,14500,Doğalgaz,https://www.hepsiemlak.com/istanbul-bayrampasa-cevatpasa-kiralik/daire/113746-444,100,90,0,21031.91489361702,16400.0,7,1,0,2,0,0,0,0,1
KAVACIK'TA MEDİPOL ÜNİ. LOKASYONDA 1+1 70M2 KİRALIK EV,20000,0,Beykoz,Kavacık Mah.,Daire,3,1,2.0,2.0,30,Kombi,1,Betonarme,İkinci El,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/142397-235,75,70,0,80924.95317725753,28868.830508474577,5,1,0,2,0,0,0,0,1
kiralik esyali oda sariyer bahcekoy,7000,0,Sarıyer,Bahçeköy Merkez Mah.,Daire,1,1,-1.0,5.0,20,Kombi,1,Betonarme,İkinci El,490,7000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-bahcekoy-merkez-kiralik/daire/121392-236,20,15,0,110185.8286163522,25500.0,5,1,0,2,0,0,0,0,1
FDN'den Ortaköy'de Yokuşsuz Yenileniyor 2+1 Bahceli Temiz Daire,27500,0,Beşiktaş,Mecidiye Mah.,Daire,3,1,-1.0,5.0,32,Kombi,0,Betonarme,İkinci El,1925,41250,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-mecidiye-kiralik/daire/121012-708,80,70,0,145577.30544993663,38944.40740740741,5,1,0,2,0,0,0,0,1
MEDİPOLE ÇOK YAKIN FUL EŞYALI KİRALIK DAİRE,26000,0,Beykoz,Rüzgarlıbahçe Mah.,Daire,3,1,2.0,2.0,20,Kombi,1,Betonarme,İkinci El,1820,26000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-ruzgarlibahce-kiralik/daire/63464-1657,110,100,0,80924.95317725753,23250.0,5,1,0,2,0,0,0,0,1
PARA DAN FUL SIFIR EŞYALI METRO .BÜS 10 DK FATURA DAHİL 1+1,25000,0,Şişli,Mecidiyeköy Mah.,Daire,2,1,4.0,4.0,4,Kombi,1,Betonarme,İkinci El,100,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-mecidiyekoy-kiralik/daire/95585-3531,65,55,0,59910.485869565215,34705.94059405941,5,1,0,2,0,1,0,0,0
BAKIRKÖY İNCİRLİ METROBÜS DURAĞINA 2DK BAYANLARA ÖZEL FATURA AİDAT DAHİL EŞYALI APART ODALAR,6500,0,Bakırköy,Kartaltepe Mah.,Daire,3,1,-1.0,3.0,7,Kombi,1,Betonarme,İkinci El,455,9750,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-kartaltepe-kiralik/daire/71777-1341,100,90,0,157770.20547945207,29033.333333333332,5,1,0,2,0,1,0,0,0
EŞYALI KİRALİK DAİRELER,16000,0,Zeytinburnu,Veliefendi Mah.,Daire,2,1,1.0,4.0,25,Kombi,0,Betonarme,İkinci El,50,16000,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-veliefendi-kiralik/daire/144905-79,85,75,0,60872.105769230766,262700.0,5,1,0,2,1,1,1,1,0
3.İSTANBUL 1+1 EŞYALI KİRALIK DAİRE,25000,0,Başakşehir,Başakşehir Mah.,Residence,2,1,7.0,23.0,1,Merkezi,1,Betonarme,İkinci El,1750,37500,Doğalgaz,https://www.hepsiemlak.com/istanbul-basaksehir-basaksehir-kiralik/residence/153589-20,75,55,2,36569.34306569343,24125.0,6,1,0,2,0,0,0,0,1
FLORYA DA YENİ BİNADA KİRALIK 5+1 DUBLEKSF,105000,0,Bakırköy,Şenlikköy Mah.,Daire,6,3,0.5,3.0,4,Kombi,0,Betonarme,İkinci El,7350,157500,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/17780-20065,220,200,0,157770.20547945207,247655.92105263157,5,1,0,2,0,0,0,0,1
OSMANBEY'DE KİRALIK DAİRE,45000,0,Şişli,Cumhuriyet Mah.,Daire,4,1,5.0,8.0,40,Merkezi,1,Betonarme,İkinci El,3150,45000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-cumhuriyet-kiralik/daire/27431-10440,140,120,0,59910.485869565215,38040.54054054054,6,1,0,2,0,1,0,1,0
FERKO KAĞITHANE 1.5+1 FIRSAT DAİRE-METRO 5 DAKİKA,40000,0,Kağıthane,Hamidiye Mah.,Residence,2,1,8.0,14.0,1,Merkezi,0,Betonarme,Sıfır,2800,80000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/residence/67376-2131,120,100,2,44238.3578125,44712.475,6,1,0,1,0,1,1,0,0
EFENDİOĞLUNDAN 2.KAT LOCAMAHALE YAKIN DAİRE 80m2 2. KAT,8500,0,Zeytinburnu,Sümer Mah.,Daire,3,1,2.0,3.0,3,Soba,0,Betonarme,İkinci El,595,12750,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-sumer-kiralik/daire/123120-121,85,80,0,60872.105769230766,28285.714285714286,7,1,0,2,0,0,0,0,1
"Gayrettepe,de kiralık full eşyalı 2+1 daire ( GÜNCEL )",50000,0,Beşiktaş,Gayrettepe Mah.,Daire,3,1,3.0,6.0,16,Kombi,1,Betonarme,İkinci El,1,75000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-gayrettepe-kiralik/daire/8272-26394,90,85,0,145577.30544993663,50673.4693877551,5,1,0,2,1,1,1,1,0
GÜNYÜZÜ EMLAKTAN BASINKÖYDE 3+1 TEMİZ VİLLA 200 M2 KİRALIK,60000,0,Bakırköy,Şenlikköy Mah.,Villa,4,1,1.0,2.0,30,Kombi,0,Betonarme,İkinci El,4200,90000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/villa/4753-17337,200,190,3,157770.20547945207,247655.92105263157,5,1,0,2,0,1,1,1,0
MASLAK MASHATTAN SİTESİNDE 3+1 KİRALIK DAİRE,85000,0,Sarıyer,Maslak Mah.,Residence,4,2,10.0,30.0,10,Merkezi,0,Betonarme,Sıfır,7000,170000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/residence/154046-62,170,140,2,110185.8286163522,75335.52739726027,6,1,0,1,0,1,1,1,0
GÜNAYDIN SOKAK 2+1 BOZMA ARAKAT,17000,0,Fatih,Şehremini Mah.,Daire,3,1,3.0,4.0,30,Kombi,0,Betonarme,İkinci El,75,17000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-sehremini-kiralik/daire/117866-142,75,70,0,22015.514588859416,21000.0,5,1,0,2,0,1,0,0,0
FATİH ÇAPA MOLLA GÜRANİ EŞYALI GİRİŞ KAT KOMBİLİ,20000,0,Fatih,Molla Gürani Mah.,Daire,2,1,0.5,5.0,34,Kombi,1,Betonarme,İkinci El,100,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-molla-gurani-kiralik/daire/107215-1695,75,65,0,22015.514588859416,24618.75,5,1,0,2,0,1,0,0,0
AĞAOĞLU MASLAK 1453 2+1 BOŞ KİRALIK DAİRE GÜNCEL SENELİK AÇIK MUTFAK,59999,0,Sarıyer,Maslak Mah.,Daire,3,2,3.0,15.0,8,Merkezi,0,Betonarme,İkinci El,4200,120000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/145406-152,157,95,0,110185.8286163522,75335.52739726027,6,1,0,2,0,1,0,0,0
Aşıkveysel Şehir Işıkları Sitesi Kiralık Stüdyo Daire,23500,0,Ataşehir,Aşıkveysel Mah.,Daire,1,1,2.0,10.0,5,Kombi,1,Betonarme,İkinci El,2000,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-atasehir-asikveysel-kiralik/daire/36118-16642,60,40,0,37048.9847715736,22250.0,5,1,0,2,0,0,0,1,0
Ekşinar Gayrimenkul'den 4+1 Butik Site De Kiralık Ara Kat Daire,75000,0,Bakırköy,Şenlikköy Mah.,Daire,5,2,2.0,3.0,20,Kombi,0,Betonarme,İkinci El,5250,112500,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/145933-99,230,200,0,157770.20547945207,247655.92105263157,5,1,0,2,0,1,1,0,0
MASLAK 1453 KİRALIK 2+1 DAİRE,75000,0,Sarıyer,Maslak Mah.,Daire,3,1,1.0,20.0,11,Merkezi,0,Betonarme,İkinci El,5250,112500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/1757-3424,124,95,0,110185.8286163522,75335.52739726027,6,1,0,2,0,0,0,0,1
ELİF'TEN ESENLER FATİH MAH EŞYALI KİRALIK DAİRE,20000,0,Esenler,Fatih Mah.,Daire,3,1,5.0,5.0,31,Kombi,1,Betonarme,İkinci El,1400,30000,Doğalgaz,https://www.hepsiemlak.com/istanbul-esenler-fatih-kiralik/daire/153245-658,90,85,0,36969.80198019802,22742.25352112676,5,1,0,2,0,0,0,0,1
KAVACIK'TA MOBİLYALI DUBLEX KİRALIK DAİRE,40000,0,Beykoz,Kavacık Mah.,Daire,3,1,2.0,4.0,25,Kombi,1,Betonarme,İkinci El,2800,40000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/142397-264,140,130,0,80924.95317725753,28868.830508474577,5,1,0,2,0,0,0,0,1
MASLAK MASHATTAN RESIDENCE 3+1 DAİRE BOŞ HAVUZ MANZARALI,80000,0,Sarıyer,Maslak Mah.,Daire,4,2,9.0,30.0,10,Merkezi,0,Betonarme,Sıfır,7500,160000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/154046-58,170,140,0,110185.8286163522,75335.52739726027,6,1,0,1,0,1,1,1,0
GÜNYÜZÜ EMLAKTAN BEYTİ BÖLGESİNDE KİRALIK TADİLATLI TEMİZ ARA KAT 4+1,90000,0,Bakırköy,Şenlikköy Mah.,Daire,5,2,0.5,3.0,28,Kombi,0,Betonarme,İkinci El,6300,135000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17238,200,180,0,157770.20547945207,247655.92105263157,5,1,0,2,0,1,1,1,0
AĞAOĞLU MASLAK 1453 2+1 EŞYALI KİRALIK DAİRE SADECE 1 yıl kiralama,75000,0,Sarıyer,Maslak Mah.,Daire,3,2,5.0,14.0,7,Merkezi,1,Betonarme,İkinci El,5250,150000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-maslak-kiralik/daire/145406-150,165,105,0,110185.8286163522,75335.52739726027,6,1,0,2,0,0,0,0,1
TRUMP AVM ARKASINDA YENİ BİNADA 2+1 KİRALIK EŞYALI TEMİZ DAİRE,20000,0,Şişli,Kuştepe Mah.,Daire,3,1,0.5,6.0,7,Kombi,0,Betonarme,İkinci El,150,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-kustepe-kiralik/daire/95585-3599,60,55,0,59910.485869565215,25931.81818181818,5,1,0,2,0,0,1,1,0
ÇAPA MERKEZDE ARAKAT BALKONLU,16000,0,Fatih,Şehremini Mah.,Daire,3,1,3.0,4.0,30,Kombi,0,Betonarme,İkinci El,75,16000,Doğalgaz,https://www.hepsiemlak.com/istanbul-fatih-sehremini-kiralik/daire/117866-143,75,70,0,22015.514588859416,21000.0,5,1,0,2,0,1,0,0,0
KIRALIK 2+1 90M2 ŞİŞLİ MECİDİYEKÖY,25000,0,Şişli,Gülbahar Mah.,Daire,3,1,2.0,6.0,15,Kombi,0,Betonarme,İkinci El,1750,25000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-gulbahar-kiralik/daire/63848-3401,100,90,0,59910.485869565215,24218.3908045977,5,1,0,2,0,0,1,0,0
KİRALIK 4+1 AVANGART İSTANBUL,95000,0,Kağıthane,Seyrantepe Mah.,Residence,5,2,8.0,20.0,0,Merkezi,0,Betonarme,İkinci El,6650,142500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-seyrantepe-kiralik/residence/1757-3410,200,175,2,44238.3578125,32192.98245614035,6,1,0,2,1,0,0,0,0
BEYKOZ GÜMÜŞSUYU MAH.2+1 ARA KAT DAİRE,20000,0,Beykoz,Gümüşsuyu Mah.,Daire,3,1,2.0,4.0,30,Kombi,0,Betonarme,İkinci El,1400,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-gumussuyu-kiralik/daire/142397-244,90,85,0,80924.95317725753,50145.16129032258,5,1,0,2,0,0,0,0,1
Bomonti Rotana Residence Boğaz Manzaralı Eşyalı Kiralık 2+1 Daire,80000,0,Şişli,Merkez Mah.,Residence,3,2,0.5,44.0,1,Merkezi,1,Betonarme,İkinci El,5600,120000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-merkez-kiralik/residence/98015-1949,110,85,2,59910.485869565215,68711.29707112971,6,1,0,2,0,1,1,1,0
Nurol Life Kiralama Ofisinden 2+1 Kiralık Daire vadistanbul skyland saklıvadi vadipark kordon / LUX,55000,0,Sarıyer,Huzur Mah.,Residence,3,2,15.0,50.0,6,Yerden Isıtma,0,Diğer,İkinci El,3850,82500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/residence/9636-16982,116,76,2,110185.8286163522,80907.95454545454,8,1,1,2,0,0,0,0,1
BÜYÜK YALI'DA GÜNYÜZÜN'DEN KİRALIK 2+1 MOBİLYALI LÜX RECIDENCE.,105000,0,Zeytinburnu,Kazlıçeşme Mah.,Daire,3,2,6.0,17.0,3,Kombi,0,Betonarme,İkinci El,7350,157500,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-kazlicesme-kiralik/daire/4753-17040,130,100,0,60872.105769230766,141363.63636363635,5,1,0,2,0,1,1,0,0
ELİF’DEN BAĞCILAR KİRAZLI’ DA 2+1 TEMİZ KİRALIK DAİRE!!,20000,0,Bağcılar,Kirazlı Mah.,Daire,3,1,0.5,4.0,16,Kombi,0,Betonarme,İkinci El,150,20000,Doğalgaz,https://www.hepsiemlak.com/istanbul-bagcilar-kirazli-kiralik/daire/153245-492,110,90,0,22996.178343949046,19444.444444444445,5,1,0,2,0,0,0,0,1
Şişli Kurtuluş Caddesi'nde 120 m2 Kiralık 2+1 Daire,38000,0,Şişli,Eskişehir Mah.,Daire,3,1,4.0,5.0,31,Kat Kaloriferi,0,Betonarme,İkinci El,2660,57000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-eskisehir-kiralik/daire/4245-9550,120,90,0,59910.485869565215,23574.074074074073,3,1,0,2,0,0,0,0,1
Avcılar Ambarlıda Caddeye Yakın Kiralık 3+1 Daire,21000,0,Avcılar,Ambarlı Mah.,Daire,4,1,5.0,5.0,40,Kombi,0,Betonarme,İkinci El,150,21000,Doğalgaz,https://www.hepsiemlak.com/istanbul-avcilar-ambarli-kiralik/daire/32964-11083,180,150,0,25707.175925925927,17525.0,5,1,0,2,1,1,0,0,0
KAVACIK'TA KİRALIK MOBİLYALI DAİRE,35000,0,Beykoz,Kavacık Mah.,Daire,4,1,0.5,3.0,30,Kombi,1,Betonarme,İkinci El,2450,35000,Doğalgaz,https://www.hepsiemlak.com/istanbul-beykoz-kavacik-kiralik/daire/142397-236,160,150,0,80924.95317725753,28868.830508474577,5,1,0,2,0,0,0,0,1
AVRUPA KONUTLARI ÇAMLIVADİ SİTESİNDE 2+1 KAPALI MUTFAK KİRALIK,80000,0,Kağıthane,Hamidiye Mah.,Daire,3,2,8.0,20.0,2,Merkezi,0,Betonarme,Sıfır,5000,160000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-hamidiye-kiralik/daire/154046-49,130,95,0,44238.3578125,44712.475,6,1,0,1,0,1,1,1,0
Maçka Armani Residence Eşyalı 1+1 Kiralık Daire,110000,0,Beşiktaş,Vişnezade Mah.,Residence,2,2,4.0,16.0,16,Merkezi,1,Betonarme,İkinci El,7700,165000,Doğalgaz,https://www.hepsiemlak.com/istanbul-besiktas-visnezade-kiralik/residence/8272-26636,140,100,2,145577.30544993663,160923.7288135593,6,1,0,2,1,1,1,0,0
CADDE ÜZERİNDE LÜKS EŞYALI FERAH 2+1 DAİRE,35000,0,Kağıthane,Gültepe Mah.,Daire,3,1,2.0,12.0,5,Kombi,1,Betonarme,İkinci El,250,52500,Doğalgaz,https://www.hepsiemlak.com/istanbul-kagithane-gultepe-kiralik/daire/95585-3478,85,80,0,44238.3578125,22023.529411764706,5,1,0,2,0,0,0,0,1
Nurol Life Kiralama Ofisi Boş Kiralık 1+1 vadistanbul skyland vaditeras vadipark kordon / LUX,47000,0,Sarıyer,Huzur Mah.,Residence,2,1,21.0,50.0,5,Yerden Isıtma,0,Diğer,İkinci El,3290,70500,Doğalgaz,https://www.hepsiemlak.com/istanbul-sariyer-huzur-kiralik/residence/9636-16913,86,56,2,110185.8286163522,80907.95454545454,8,1,1,2,0,0,0,0,1
EFENDİOĞLUNDAN SAAT KULESİNE YAKIN 2+1 DAİRE 85 M2,15000,0,Zeytinburnu,Beştelsiz Mah.,Daire,3,1,2.0,5.0,21,Kombi,0,Betonarme,İkinci El,1050,22500,Doğalgaz,https://www.hepsiemlak.com/istanbul-zeytinburnu-bestelsiz-kiralik/daire/123120-166,85,80,0,60872.105769230766,19833.333333333332,5,1,0,2,0,0,0,0,1
GÜNYÜZÜ EMLAKTAN FLORYADA 4+1KİRALIK DAİRE,85000,0,Bakırköy,Şenlikköy Mah.,Daire,5,2,0.5,3.0,30,Kombi,0,Betonarme,İkinci El,5950,127500,Doğalgaz,https://www.hepsiemlak.com/istanbul-bakirkoy-senlikkoy-kiralik/daire/4753-17292,220,200,0,157770.20547945207,247655.92105263157,5,1,0,2,0,1,1,1,0
NİŞANTAŞI LOTUS WALK RESIDENCE 2+1 LUX EŞYALI kİRALIK RESIDENCE,96000,0,Şişli,Halaskargazi Mah.,Residence,3,2,4.0,5.0,2,Merkezi,1,Betonarme,İkinci El,6720,144000,Doğalgaz,https://www.hepsiemlak.com/istanbul-sisli-halaskargazi-kiralik/residence/8525-55926,200,140,2,59910.485869565215,105461.53846153847,6,1,0,2,0,0,0,0,1
Büyükada’da Kiralik 3+1 Daire***,75000,0,Adalar,Nizam Mah.,Daire,4,1,2.0,2.0,31,Merkezi,0,Betonarme,İkinci El,5250,65000,Doğalgaz,https://www.hepsiemlak.com/istanbul-adalar-nizam-kiralik/daire/142268-67,130,120,0,172676.4705882353,138583.33333333334,6,1,0,2,1,1,1,1,0
Ekşinar Gayrimenkul'den Cennet Mah. 2+1 Eşyalı Kiralık Daire,40000,0,Küçükçekmece,Cennet Mah.,Daire,3,2,5.0,5.0,10,Kombi,1,Betonarme,İkinci El,2800,60000,Doğalgaz,https://www.hepsiemlak.com/istanbul-kucukcekmece-cennet-kiralik/daire/145933-88,120,85,0,23117.786516853932,23543.478260869564,5,1,0,2,0,1,1,0,0
